ticket_id,subject,description,category,priority,sentiment,environment,channel,region,assigned_team,customer_tier,resolution_time_hours,created_at
6736,High CPU usage,"The issue appears to be intermittent. memory consumption grows until the service is restarted. The affected environment is testing, and one test account is affected. the team has a temporary workaround. several business activities are affected. The behavior can be reproduced.",Performance,Low,Negative,Testing,Email,Europe,Application Support,Standard,34,2026-06-03 08:26:00
6737,Admin console access denied,"Please review this issue. the access request was approved but has not propagated. The affected environment is production, and one user is affected. no reliable workaround has been identified. the issue causes inconvenience but work can continue. The team is still collecting additional details.",Account Access,High,Neutral,Production,Web Form,Asia Pacific,Access Management,Enterprise,18,2024-10-09 15:36:00
6738,Dependency missing after change,"Please review this issue. endpoint controls block the client package. The affected environment is production, and hundreds of users may be impacted. a workaround is available but adds manual steps. an important business process is delayed. A restart was attempted without a clear improvement.",Software Installation,High,Neutral,Production,Web Form,North America,Application Support,Standard,5,2024-06-07 08:29:00
6739,Account lockout,"We need help investigating. the identity provider response is delayed. The affected environment is staging, and multiple teams are affected. normal operations cannot continue through an alternate path. No recent application change has been confirmed.",Authentication,High,Neutral,Staging,Email,North America,Identity Support,Premium,10,2025-03-12 02:45:00
6740,Memory usage increasing,"The customer reported that the application pauses when concurrent usage increases. The affected environment is staging, and one test account is affected. service can continue with reduced functionality. the issue does not currently block normal work. the issue is currently considered operational.",Performance,Low,Neutral,Staging,Web Form,Latin America,Performance Engineering,Premium,60,2026-04-09 21:52:00
6741,High network latency,"We need help investigating. users experience short disconnects during active sessions. The affected environment is staging, and one user is affected. users can continue by using an alternate process. the issue causes inconvenience but work can continue. there is a possible compliance concern. A restart was attempted without a clear improvement.",Network,Low,Neutral,Staging,Email,North America,Infrastructure Support,Standard,59,2026-04-18 12:30:00
6742,Supported version question,"We need help investigating. the team wants to confirm which versions are supported. The affected environment is development, and dozens of users are affected. a workaround is available but adds manual steps. the outage is preventing essential work. the issue is currently considered operational. A restart was attempted without a clear improvement.",General Inquiry,Low,Neutral,Development,Email,North America,Customer Success,Standard,58,2024-07-07 00:50:00
6743,service host unreachable,"The issue appears to be intermittent. connections to the required port time out. The affected environment is production, and most users are affected. service can continue with reduced functionality. the issue causes inconvenience but work can continue.",Network,Critical,Very Negative,Production,Email,Europe,Network Operations,Enterprise,2,2025-04-24 12:13:00
6744,Possible data exposure,"Please review this issue. the configuration may not match the current policy. The affected environment is testing, and a single administrator is affected. the team cannot currently bypass the issue. an important business process is delayed. the behavior may require a security review. The customer is asking for recommended next steps.",Security,High,Very Negative,Testing,Web Form,North America,Security Operations,Standard,7,2025-07-23 13:13:00
6745,Configuration guidance,"Please review this issue. the customer is looking for guidance before making a change. The affected environment is production, and a small number of users are affected. service can continue with reduced functionality. the issue is disrupting part of normal operations. no suspicious activity has been verified. Logs are available if needed.",General Inquiry,Medium,Neutral,Production,Web Form,Europe,Customer Success,Premium,15,2025-03-11 02:26:00
6746,Long database queries in one location,"During troubleshooting, we confirmed that CPU usage rises during regular business activity. The affected environment is production, and one test account is affected. the available workaround does not work consistently. the issue causes inconvenience but work can continue. Initial troubleshooting results are inconclusive. The behavior can be reproduced.",Performance,High,Negative,Production,Phone,Europe,Performance Engineering,Premium,18,2025-11-23 15:50:00
6747,Unexpected admin account,Please review this issue. endpoint security raised an alert on the server. users can continue by using an alternate process. an important business process is delayed. no suspicious activity has been verified. The customer is asking for recommended next steps.,Security,Medium,Very Negative,Development,Web Form,North America,Cybersecurity,Premium,36,2025-03-29 18:25:00
6748,Intermittent login failure since yesterday,"The customer reported that the token import completed but verification still fails. The affected environment is development, and several users reported the behavior. the team has a temporary workaround. the issue causes inconvenience but work can continue. A restart was attempted without a clear improvement.",Authentication,Low,Neutral,Development,API,Asia Pacific,Identity Support,Enterprise,92,2025-07-22 00:09:00
6749,License clarification,"We need help investigating. the team is planning an upgrade and needs sequencing advice. The affected environment is testing, and multiple teams are affected. the team cannot currently bypass the issue. the impact is manageable at the moment. there is no confirmed security impact. A restart was attempted without a clear improvement.",General Inquiry,Low,Very Negative,Testing,Email,Middle East,Technical Support,Standard,32,2025-09-12 22:17:00
6750,Login issue,"The issue appears to be intermittent. the browser returns to the sign-in page after SSO. The affected environment is production, and dozens of users are affected. a critical business process is unavailable. The customer is asking for recommended next steps.",Authentication,Critical,Negative,Production,Email,Latin America,Identity Support,Premium,7,2026-05-19 01:02:00
6751,Login issue,"We need help investigating. the push notification does not arrive consistently. The affected environment is production, and a large user group is affected. the team cannot currently bypass the issue. the issue causes inconvenience but work can continue. Initial troubleshooting results are inconclusive. Logs are available if needed.",Authentication,Critical,Negative,Production,Web Form,Asia Pacific,Identity Support,Standard,6,2025-02-26 00:23:00
6752,Supported version question,"The customer reported that the customer wants clarification about licensing. The affected environment is production, and several users reported the behavior. no reliable work around has been identified. there is little or no immediate business impact. The customer is asking for recommended next steps.",General Inquiry,Low,Negative,Production,Web Form,Middle East,Customer Success,Premium,50,2026-02-14 04:51:00
6753,Possible data exposure,"We need help investigating. logs suggest that information may have been exposed. The affected environment is testing, and several users reported the behavior. the team has a temporary workaround. there is little or no immediate business impact. no suspicious activity has been verified. No recent application change has been confirmed.",Security,Medium,Positive,Testing,Web Form,Europe,Cybersecurity,Enterprise,58,2024-10-31 04:10:00
6754,admin console access denied since yesterday,"During troubleshooting, we confirmed that group membership appears correct but access is still denied. The affected environment is disaster recovery, and a small number of users are affected. no reliable workaround has been identified. the issue does not currently block normal work. security monitoring indicates elevated risk. The team is still collecting additional details.",Account Access,Critical,Very Negative,Disaster Recovery,Email,North America,Access Management,Premium,3,2025-02-18 21:25:00
6755,suspicious login activity,"We need help investigating. a scanner reported a finding that requires review. The affected environment is production, and dozens of users are affected. service can continue with reduced functionality. an important business process is delayed. there is no confirmed security impact. The customer is asking for recommended next steps.",Security,High,Negative,Production,Chat,Asia Pacific,Cybersecurity,Standard,12,2025-08-12 06:11:00
6756,intermittent login failure,"We need help investigating. the identity provider response is delayed. The affected environment is production, and a small number of users are affected. an important business process is delayed. the issue is currently considered operational. A restart was attempted without a clear improvement.",Authentication,High,Very Negative,Production,Chat,Europe,MFA Operations,Premium,7,2026-02-24 00:58:00
6757,Certificate warning,"several login attempts originated from an unfamiliar address. The affected environment is development, and one user is affected. the team cannot currently bypass the issue. the impact is manageable at the moment. the behavior may require a security review. The customer is asking for recommended next steps.",Security,Medium,Negative,Development,Chat,Europe,Security Operations,Premium,49,2024-02-18 23:55:00
6758,Packet loss reported,"The issue appears to be intermittent. DNS returns different results from separate servers. The affected environment is production, and several users reported the behavior. the team cannot currently bypass the issue. no suspicious activity has been verified. Logs are available if needed.",Network,Critical,Negative,Production,Phone,Middle East,Network Operations,Enterprise,9,2024-04-03 00:14:00
6759,Service host unreachable,"Our support team observed that users experience short disconnects during active sessions. The affected environment is production, and dozens of users are affected. no reliable workaround has been identified. Logs are available if needed.",Network,Critical,Negative,Production,Web Form,Europe,Network Operations,Enterprise,6,2025-03-13 03:58:00
6760,Login issue,"Please review this issue. the browser returns to the sign-in page after SSO. The affected environment is production, and most users are affected. the team has a temporary workaround. there is little or no immediate business impact. A restart was attempted without a clear improvement.",Authentication,High,Negative,Production,Web Form,Latin America,MFA Operations,Standard,27,2026-03-15 01:17:00
6761,suspicious login activity,"The customer reported that endpoint security raised an alert on the server. The affected environment is testing, and several users reported the behavior. a workaround is available but adds manual steps. the request is mainly for planning purposes. there is a possible compliance concern. The behavior can be reproduced.",Security,Low,Neutral,Testing,Web Form,Middle East,Security Operations,Premium,103,2024-03-13 18:26:00
6762,user cannot access feature,"permissions disappeared after a profile update. The affected environment is staging, and a small number of users are affected. the team has a temporary workaround. the issue does not currently block normal work. the issue is currently considered operational. The behavior can be reproduced.",Account Access,Low,Neutral,Staging,Web Form,North America,Application Support,Standard,45,2024-06-29 20:23:00
6763,sso redirect loop - follow up,"During troubleshooting, we confirmed that the token import completed but verification still fails. The affected environment is staging, and hundreds of users may be impacted. normal operations cannot continue through an alternate path. there is little or no immediate business impact. No recent application change has been confirmed.",Authentication,High,Very Negative,Staging,Chat,Asia Pacific,Identity Support,Premium,12,2025-02-02 17:51:00
6764,New account inactive,"the administrator is denied access to one section of the console. The affected environment is production, and one user is affected. service can continue with reduced functionality. several business activities are affected. A restart was attempted without a clear improvement.",Account Access,High,Negative,Production,Chat,Middle East,Application Support,Standard,28,2026-06-28 17:35:00
6765,Account lockout,"the push notification does not arrive consistently. The affected environment is testing, and multiple teams are affected. the team cannot currently bypass the issue. a limited workflow is delayed. the issue is currently considered operational. The team is still collecting additional details.",Authentication,High,Very Negative,Testing,Email,Middle East,MFA Operations,Standard,15,2024-09-24 14:01:00
6766,Connection timeout,"We need help investigating. DNS returns different results from separate servers. The affected environment is production, and most users are affected. a workaround is available but adds manual steps. there is little or no immediate business impact. no suspicious activity has been verified. Initial troubleshooting results are inconclusive.",Network,High,Negative,Production,Phone,North America,Infrastructure Support,Premium,24,2024-08-07 10:49:00
6767,Port connection failure,"The issue appears to be intermittent. traffic succeeds internally but fails from another network segment. The affected environment is prod, and dozens of users are affected. a workaround is available but adds manual steps. the impact is manageable at the moment. A restart was attempted without a clear improvement.",Network,High,Very Negative,Production,Email,Middle East,Network Operations,Premium,18,2026-06-19 23:44:00
6768,Client setup blocked,"We need help investigating. the setup fails on one server while succeeding on another. The affected environment is development, and the issue affects users across the organization. service can continue with reduced functionality. the issue is disrupting part of normal operations. The customer could not confirm whether all locations are affected. A restart was attempted without a clear improvement.",Software Installation,Medium,Negative,Development,Web Form,Middle East,Platform Engineering,Enterprise,63,2026-02-09 10:56:00
6769,Intermittent connectivity,"The issue appears to be intermittent. traffic succeeds internally but fails from another network segment. The affected environment is staging, and a single administrator is affected. users can continue by using an alternate process. a limited workflow is delayed. there is no confirmed security impact. No recent application change has been confirmed.",Network,Low,Neutral,Staging,Web Form,Latin America,Network Operations,Premium,64,2024-04-26 09:47:00
6770,Possible data exposure,"We need help investigating. several login attempts originated from an unfamiliar address. The affected environment is testing, and multiple teams are affected. users can continue by using an alternate process. the request is mainly for planning purposes. no suspicious activity has been verified. The behavior can be reproduced.",Security,Low,Positive,Testing,Web Form,Middle East,Cybersecurity,Standard,53,2025-02-05 04:17:00
6771,Security scan finding after change,"the account was used outside its typical pattern. The affected environment is disaster recovery, and hundreds of users may be impacted. no reliable workaround has been identified. several business activities are affected. the event could require incident response.",Security,Critical,Very Negative,Disaster Recovery,Web Form,Middle East,Cybersecurity,Enterprise,17,2024-08-31 04:59:00
6772,Dependency missing,"the setup fails on one server while succeeding on another. The affected environment is production, and one test account is affected. users can continue by using an alternate process. the issue is disrupting part of normal operations. the issue is currently considered operational. Logs are available if needed.",Software Installation,Medium,Neutral,Production,Chat,Asia Pacific,Platform Engineering,Premium,38,2024-04-10 20:01:00
6773,Slow application response,"The customer reported that memory consumption grows until the service is restarted. The affected environment is disaster recovery, and one user is affected. a workaround is available but adds manual steps. a critical business process is unavailable. The customer could not confirm whether all locations are affected.",Performance,High,Neutral,Disaster Recovery,Web Form,North America,Performance Engineering,Enterprise,7,2026-06-01 18:41:00
6774,Slow application response,"The customer reported that normal requests take much longer than they did previously. The affected environment is production, and a small number of users are affected. a workaround is available but adds manual steps. the issue is disrupting part of normal operations. the issue is currently considered operational. The behavior can be reproduced.",Performance,High,Negative,Production,API,North America,Application Support,Enterprise,12,2024-12-12 15:55:00
6775,Best-practice request,"We need help investigating. best-practice recommendations are requested. The affected environment is staging, and several users reported the behavior. the available work around does not work consistently. the impact is manageable at the moment. there is no confirmed security impact. The customer is asking for recommended next steps.",General Inquiry,Medium,Neutral,Staging,Email,Middle East,Customer Success,Premium,56,2026-01-09 17:55:00
6776,Login issue since yesterday,"We need help investigating. authentication works for some users but not others. The affected environment is staging, and several users reported the behavior. the request is mainly for planning purposes. the issue is currently considered operational. Logs are available if needed.",Authentication,Medium,Neutral,Staging,Email,Middle East,Identity Support,Premium,40,2025-07-07 06:19:00
6777,Supported version question,Please review this issue. documentation is needed for an upcoming implementation. the team has a temporary workaround. the outage is preventing essential work. The exact start time is not yet known. Logs are available if needed.,General Inquiry,Low,Negative,Staging,Web Form,North America,Technical Support,Premium,93,2025-07-16 02:28:00
6778,Reports take too long,"CPU usage rises during regular business activity. The affected environment is production, and several users reported the behavior. the available workaround does not work consistently. The behavior can be reproduced.",Performance,High,Very Negative,Production,Chat,Latin America,Application Support,Standard,14,2024-11-26 10:20:00
6779,login issue,"The customer reported that the account locks after repeated attempts. The affected environment is staging, and a large user group is affected. the team cannot currently bypass the issue. the issue causes inconvenience but work can continue. the issue is currently considered operational. The behavior can be reproduced.",Authentication,High,Negative,Staging,Web Form,Europe,Identity Support,Enterprise,13,2026-06-03 11:31:00
6780,Packet loss reported,"Our support team observed that latency increased after a routing change. The affected environment is production, and most users are affected. the available workaround does not work consistently. several business activities are affected. the behavior may require a security review. The team is still collecting additional details.",Network,Critical,Very Negative,Production,API,Middle East,Network Operations,Standard,14,2025-06-06 11:00:00
6781,Unexpected admin account,"the configuration may not match the current policy. The affected environment is testing, and hundreds of users may be impacted. the available workaround does not work consistently. the request is mainly for planning purposes. the behavior may require a security review. Logs are available if needed.",Security,Medium,Negative,Testing,Web Form,Latin America,Security Operations,Standard,20,2024-02-29 04:03:00
6782,package setup error,"During troubleshooting, we confirmed that the installer reports a permissions-related error. The affected environment is production, and one user is affected. service can continue with reduced functionality. the issue causes inconvenience but work can continue. The customer is asking for recommended next steps.",Software Installation,Medium,Very Negative,Production,Email,Latin America,Application Support,Enterprise,41,2024-03-31 09:16:00
6783,Training material request after change,"Our support team observed that new administrators need training resources. The affected environment is production, and a small number of users are affected. the available workaround does not work consistently. several business activities are affected. there is no confirmed security impact. Logs are available if needed.",General Inquiry,Medium,Negative,Production,Phone,Europe,Technical Support,Enterprise,26,2025-02-27 10:48:00
6784,Security scan finding,"an administrator account was not recognized by the operations team. The affected environment is disaster recovery, and a small number of users are affected. normal operations cannot continue through an alternate path. several business activities are affected. no suspicious activity has been verified. The behavior can be reproduced.",Security,Critical,Negative,Disaster Recovery,Web Form,Europe,Cybersecurity,Standard,26,2025-08-15 12:38:00
6785,sso redirect loop,"the user receives an invalid credentials message. The affected environment is development, and one user is affected. the team has a temporary workaround. several business activities are affected. The team is still collecting additional details.",Authentication,Low,Neutral,Development,Chat,Europe,MFA Operations,Standard,76,2026-04-17 14:24:00
6786,Security scan finding,"Please review this issue. an administrator account was not recognized by the operations team. The affected environment is production, and a single administrator is affected. the team has a temporary workaround. a critical business process is unavailable. security monitoring indicates elevated risk. The team is still collecting additional details.",Security,Critical,Negative,Production,Phone,Latin America,Security Operations,Enterprise,4,2026-02-24 22:54:00
6787,Unable to verify identity,"During troubleshooting, we confirmed that the account locks after repeated attempts. The affected environment is testing, and one user is affected. service can continue with reduced functionality. the issue is disrupting part of normal operations. A restart was attempted without a clear improvement.",Authentication,Low,Neutral,Testing,Chat,Europe,MFA Operations,Standard,125,2024-10-08 09:08:00
6788,Best-practice request,"Our support team observed that the team wants to confirm which versions are supported. The affected environment is testing, and a small number of users are affected. the team has a temporary workaround. several business activities are affected. No recent application change has been confirmed.",General Inquiry,Low,Neutral,Testing,Web Form,Asia Pacific,Technical Support,Standard,101,2024-11-13 01:42:00
6789,Possible data exposure,"We need help investigating. the certificate is close to expiry or is no longer trusted. The affected environment is production, and the issue affects users across the organization. the team has a temporary workaround. the request is mainly for planning purposes. there is a possible compliance concern. Initial troubleshooting results are inconclusive. Logs are available if needed.",Security,High,Very Negative,Production,Web Form,North America,Cybersecurity,Premium,8,2024-05-21 11:53:00
6790,User cannot access feature,"group membership appears correct but access is still denied. The affected environment is production, and several users reported the behavior. the team has a temporary workaround. operations are severely disrupted. The behavior can be reproduced.",Account Access,High,Very Negative,Production,Phone,Asia Pacific,Access Management,Standard,10,2026-01-27 22:40:00
6791,memory usage increasing,"Please review this issue. the application pauses when concurrent usage increases. The affected environment is production, and multiple teams are affected. normal operations cannot continue through an alternate path. there is little or no immediate business impact. the behavior may require a security review.",Performance,High,Negative,Production,Web Form,North America,Application Support,Premium,15,2025-10-29 07:07:00
6792,MFA prompt problem,"We need help investigating. the token import completed but verification still fails. The affected environment is staging, and a large user group is affected. no reliable work around has been identified. the issue causes inconvenience but work can continue. Logs are available if needed.",Authentication,Medium,Very Negative,Staging,Email,North America,Identity Support,Standard,25,2026-07-04 21:49:00
6793,Privilege change not reflected,"During troubleshooting, we confirmed that permissions disappeared after a profile update. The affected environment is production, and one user is affected. the available workaround does not work consistently. the outage is preventing essential work. the issue is currently considered operational. The exact start time is not yet known. No recent application change has been confirmed.",Account Access,Critical,Negative,Production,Web Form,North America,Access Management,Premium,4,2024-05-21 22:29:00
6794,Malware alert,"endpoint security raised an alert on the server. The affected environment is production, and dozens of users are affected. users can continue by using an alternate process. the impact is manageable at the moment. there is a possible compliance concern. The team is still collecting additional details.",Security,High,Negative,Production,Web Form,Middle East,Security Operations,Premium,15,2025-03-16 15:18:00
6795,Reports take too long,"Please review this issue. performance changed after a recent update. The affected environment is production, and several users reported the behavior. service can continue with reduced functionality. a limited workflow is delayed. A restart was attempted without a clear improvement.",Performance,High,Negative,Production,Chat,North America,Performance Engineering,Premium,14,2024-07-11 19:30:00
6796,Performance degraded,"Please review this issue. normal requests take much longer than they did previously. The affected environment is production, and a large user group is affected. the team cannot currently bypass the issue. an important business process is delayed. The customer is asking for recommended next steps.",Performance,Critical,Very Negative,Production,Email,Latin America,Application Support,Standard,6,2026-04-22 17:33:00
6797,performance degraded,"The customer reported that the application pauses when concurrent usage increases. The affected environment is disaster recovery, and one user is affected. the issue is disrupting part of normal operations. The team is still collecting additional details.",Performance,Medium,Negative,Disaster Recovery,Email,Asia Pacific,Performance Engineering,Enterprise,21,2024-04-10 17:21:00
6798,Authentication failed,"The customer reported that the token import completed but verification still fails. The affected environment is disaster recovery, and one user is affected. service can continue with reduced functionality. A restart was attempted without a clear improvement.",Authentication,Medium,Positive,Disaster Recovery,Web Form,Latin America,Identity Support,Enterprise,27,2025-05-06 22:54:00
6799,suspicious login activity,"logs suggest that information may have been exposed. The affected environment is staging, and several users reported the behavior. a workaround is available but adds manual steps. the impact is manageable at the moment. there is no confirmed security impact.",Security,Medium,Neutral,Staging,Email,Middle East,Cybersecurity,Standard,31,2026-06-06 06:57:00
6800,Upgrade problem,"During troubleshooting, we confirmed that the application installs but one service remains stopped. The affected environment is development, and a small number of users are affected. no reliable workaround has been identified. a critical business process is unavailable. the issue is currently considered operational. No recent application change has been confirmed.",Software Installation,Critical,Neutral,Development,Phone,Middle East,Platform Engineering,Enterprise,6,2024-08-11 19:30:00
6801,Admin console access denied,"The issue appears to be intermittent. the access request was approved but has not propagated. The affected environment is disaster recovery, and the issue affects users across the organization. no reliable workaround has been identified. the impact is manageable at the moment. the issue is currently considered operational. The team is still collecting additional details.",Account Access,Critical,Negative,Disaster Recovery,Email,North America,Access Management,Standard,12,2025-08-26 19:12:00
6802,client setup blocked - follow up,"Our support team observed that the installer reports a permissions-related error. The affected environment is production, and multiple teams are affected. no reliable workaround has been identified. there is no confirmed security impact. The team is still collecting additional details.",Software Installation,Critical,Negative,Production,Email,Asia Pacific,Application Support,Premium,7,2026-01-02 15:15:00
6803,Connection timeout,"We need help investigating. the API host responds to ping but the application request fails. The affected environment is production, and a large user group is affected. the team has a temporary workaround. No recent application change has been confirmed.",Network,Critical,Negative,Production,Email,Europe,Network Operations,Enterprise,12,2024-04-23 23:09:00
6804,Suspicious login activity,"the configuration may not match the current policy. The affected environment is disaster recovery, and most users are affected. users can continue by using an alternate process. an important business process is delayed. there is no confirmed security impact. The exact start time is not yet known. A restart was attempted without a clear improvement.",Security,Critical,Very Negative,Disaster Recovery,API,Middle East,Security Operations,Premium,8,2026-05-17 18:10:00
6805,Dependency missing,"During troubleshooting, we confirmed that the installer stops before completing all steps. The affected environment is production, and dozens of users are affected. the issue does not currently block normal work. there is a possible compliance concern. The issue was seen before but resolved without a confirmed cause. Logs are available if needed.",Software Installation,Medium,Negative,Production,Web Form,Europe,Platform Engineering,Premium,19,2024-05-15 16:21:00
6806,possible data exposure,"an administrator account was not recognized by the operations team. The affected environment is production, and one test account is affected. the available workaround does not work consistently. the outage is preventing essential work. the security impact is still being assessed. A restart was attempted without a clear improvement.",Security,Critical,Very Negative,Production,Chat,North America,Security Operations,Enterprise,8,2024-09-25 10:06:00
6807,Package setup error,"The issue appears to be intermittent. the application installs but one service remains stopped. The affected environment is production, and dozens of users are affected. no reliable workaround has been identified. the issue is disrupting part of normal operations. the security impact is still being assessed. The behavior can be reproduced.",Software Installation,High,Negative,Production,Phone,Europe,Platform Engineering,Standard,11,2024-08-26 12:09:00
6808,Patch deployment issue,"The issue appears to be intermittent. the application installs but one service remains stopped. The affected environment is staging, and most users are affected. normal operations cannot continue through an alternate path. the issue is disrupting part of normal operations. The customer is asking for recommended next steps.",Software Installation,High,Very Negative,Staging,API,Europe,Platform Engineering,Standard,37,2024-01-17 13:34:00
6809,Training material request,The issue appears to be intermittent. the team wants to confirm which versions are supported. a workaround is available but adds manual steps. the impact is manageable at the moment. A restart was attempted without a clear improvement.,General Inquiry,Low,Negative,Testing,Email,North America,Customer Success,Premium,91,2026-04-24 22:48:00
6810,Upgrade problem,"The customer reported that the installer reports a permissions-related error. The affected environment is disaster recovery, and the issue affects users across the organization. normal operations cannot continue through an alternate path. the request is mainly for planning purposes. no suspicious activity has been verified. The team is still collecting additional details.",Software Installation,High,Negative,Disaster Recovery,Chat,Middle East,Application Support,Standard,27,2025-04-30 05:37:00
6811,Packet loss reported,"the application cannot consistently reach the backend service. The affected environment is testing, and the issue affects users across the organization. the team cannot currently bypass the issue. an important business process is delayed. no suspicious activity has been verified. The customer is asking for recommended next steps.",Network,Critical,Negative,Testing,Web Form,Latin America,Infrastructure Support,Standard,13,2025-12-26 11:17:00
6812,Performance degraded,"Please review this issue. report generation is slower than expected. The affected environment is staging, and a single administrator is affected. normal operations cannot continue through an alternate path. several business activities are affected. no suspicious activity has been verified. The issue was seen before but resolved without a confirmed cause. Logs are available if needed.",Performance,Medium,Neutral,Staging,Email,Middle East,Performance Engineering,Standard,35,2024-01-15 21:20:00
6813,Possible data exposure,"We need help investigating. endpoint security raised an alert on the server. The affected environment is staging, and hundreds of users may be impacted. the team has a temporary workaround. the issue is disrupting part of normal operations. there is a possible compliance concern. The behavior can be reproduced.",Security,Medium,Very Negative,Staging,Web Form,Latin America,Security Operations,Premium,39,2024-01-12 00:39:00
6814,Training material request,"During troubleshooting, we confirmed that the customer wants clarification about licensing. The affected environment is production, and a single administrator is affected. users can continue by using an alternate process. several business activities are affected. The team is still collecting additional details.",General Inquiry,Low,Neutral,Production,Chat,Latin America,Customer Success,Enterprise,88,2024-11-21 02:47:00
6815,training material request,"documentation is needed for an upcoming implementation. The affected environment is disaster recovery, and dozens of users are affected. the issue causes inconvenience but work can continue. The team is still collecting additional details.",General Inquiry,Low,Neutral,Disaster Recovery,Web Form,Latin America,Customer Success,Premium,123,2024-04-08 08:32:00
6816,Documentation request,"We need help investigating. the customer wants to confirm support for a particular use case. The affected environment is development, and one user is affected. no reliable workaround has been identified. an important business process is delayed. The team is still collecting additional details.",General Inquiry,Low,Neutral,Development,Phone,North America,Customer Success,Premium,41,2024-01-13 17:14:00
6817,Rollback during upgrade,"The customer reported that the patch reports that the current version is unsupported. The affected environment is disaster recovery, and a large user group is affected. users can continue by using an alternate process. the issue does not currently block normal work. the issue is currently considered operational.",Software Installation,Medium,Negative,Disaster Recovery,Chat,Latin America,Platform Engineering,Enterprise,5,2026-02-19 09:39:00
6818,client setup blocked,"We need help investigating. the patch reports that the current version is unsupported. The affected environment is disaster recovery, and a large user group is affected. the available workaround does not work consistently. the issue is disrupting part of normal operations. No recent application change has been confirmed.",Software Installation,High,Very Negative,Disaster Recovery,Email,Asia Pacific,Platform Engineering,Premium,10,2024-07-20 00:41:00
6819,training material request,"Please review this issue. the team wants to confirm which versions are supported. The affected environment is production, and a large user group is affected. service can continue with reduced functionality. the issue is disrupting part of normal operations. Logs are available if needed.",General Inquiry,High,Very Negative,Production,Email,Latin America,Customer Success,Standard,13,2024-10-16 09:57:00
6820,Documentation request,"Our support team observed that new administrators need training resources. The affected environment is production, and one user is affected. service can continue with reduced functionality. there is little or no immediate business impact. The behavior can be reproduced.",General Inquiry,Low,Neutral,Production,Email,Europe,Technical Support,Enterprise,52,2026-07-04 18:39:00
6821,Best-practice request,"During troubleshooting, we confirmed that the customer is looking for guidance before making a change. The affected environment is production, and the issue affects users across the organization. service can continue with reduced functionality. the issue causes inconvenience but work can continue. the issue is currently considered operational. The behavior can be reproduced.",General Inquiry,Medium,Very Negative,Production,Web Form,Latin America,Technical Support,Standard,39,2025-06-20 02:54:00
6822,Patch deployment issue,"Our support team observed that the application installs but one service remains stopped. The affected environment is testing, and several users reported the behavior. no reliable workaround has been identified. several business activities are affected. The behavior can be reproduced.",Software Installation,High,Negative,Testing,API,North America,Application Support,Standard,7,2024-05-09 10:53:00
6823,Admin console access denied,"Our support team observed that a recently approved role is not visible in the application. The affected environment is testing, and most users are affected. no reliable workaround has been identified. the issue causes inconvenience but work can continue. no suspicious activity has been verified. Logs are available if needed.",Account Access,High,Very Negative,Testing,Web Form,Europe,Access Management,Standard,11,2025-12-06 19:56:00
6824,Client setup blocked,"the upgrade rolls back during service startup. The affected environment is production, and a small number of users are affected. a workaround is available but adds manual steps. there is little or no immediate business impact. A restart was attempted without a clear improvement.",Software Installation,Medium,Very Negative,Production,Web Form,Latin America,Platform Engineering,Standard,41,2026-03-30 23:33:00
6825,License clarification,"Our support team observed that the team wants to confirm which versions are supported. The affected environment is production, and dozens of users are affected. several business activities are affected. the issue is currently considered operational. The team is still collecting additional details.",General Inquiry,Medium,Neutral,Production,Web Form,North America,Technical Support,Premium,25,2024-08-31 13:48:00
6826,delayed login,"The customer reported that performance changed after a recent update. The affected environment is development, and a small number of users are affected. normal operations cannot continue through an alternate path. a limited workflow is delayed. The team is still collecting additional details.",Performance,Medium,Positive,Development,Chat,Europe,Application Support,Standard,48,2026-02-28 05:14:00
6827,Supported version question,"Our support team observed that best-practice recommendations are requested. The affected environment is testing, and one test account is affected. service can continue with reduced functionality. there is no confirmed security impact. The behavior can be reproduced.",General Inquiry,Low,Neutral,Testing,Chat,Europe,Customer Success,Standard,143,2025-04-18 22:29:00
6828,service host unreachable,"Please review this issue. packet loss appears during periods of higher activity. The affected environment is production, and most users are affected. the team cannot currently bypass the issue. the issue causes inconvenience but work can continue. the security impact is still being assessed.",Network,Critical,Very Negative,Production,Web Form,Europe,Network Operations,Enterprise,15,2026-03-24 15:36:00
6829,High CPU usage,"During troubleshooting, we confirmed that login succeeds but takes noticeably longer. The affected environment is production, and several users reported the behavior. the team has a temporary workaround. the issue does not currently block normal work. The team is still collecting additional details.",Performance,Medium,Very Negative,Production,Email,Europe,Application Support,Enterprise,40,2025-03-29 01:32:00
6830,Delayed login,"The issue appears to be intermittent. login succeeds but takes noticeably longer. The affected environment is production, and a single administrator is affected. a workaround is available but adds manual steps. A restart was attempted without a clear improvement.",Performance,Medium,Negative,Production,Email,Europe,Performance Engineering,Premium,15,2024-09-13 00:31:00
6831,SSO redirect loop,"authentication works for some users but not others. The affected environment is production, and most users are affected. a workaround is available but adds manual steps. an important business process is delayed. No recent application change has been confirmed.",Authentication,Critical,Negative,Production,Email,Latin America,Identity Support,Standard,11,2026-01-13 00:37:00
6832,Security scan finding,"Please review this issue. the configuration may not match the current policy. The affected environment is development, and multiple teams are affected. normal operations cannot continue through an alternate path. the issue causes inconvenience but work can continue. the behavior may require a security review. Logs are available if needed.",Security,Medium,Very Negative,Development,Web Form,Europe,Cybersecurity,Standard,29,2025-01-10 02:11:00
